Period,Return
12/30/1994,0.00961
1/31/1995,-0.005586316
2/28/1995,0.010169627
3/31/1995,0.025281508
4/28/1995,0.016118174
5/31/1995,0.024399478
6/30/1995,0.010320041
7/31/1995,0.035646027
8/31/1995,-0.037085765
9/29/1995,0.020265747
10/31/1995,-0.020132841
11/30/1995,-0.025270361
12/29/1995,0.017625581
1/31/1996,0.003939374
2/29/1996,0.04314466
3/29/1996,0.019850065
4/30/1996,0.010363906
5/31/1996,0.025348347
6/28/1996,0.001671514
7/31/1996,-0.016812402
8/30/1996,0.017626043
9/30/1996,-0.008731257
10/31/1996,0.023160339
11/29/1996,0.031047525
12/31/1996,0.029075888
1/31/1997,0.017978643
2/28/1997,0.010254107
3/31/1997,0.024971931
4/30/1997,-0.025480985
5/30/1997,0.037244355
6/30/1997,0.0164589
7/31/1997,-0.00065113
8/29/1997,0.003393811
9/30/1997,0.057257029
10/31/1997,-0.004231797
11/28/1997,-0.017893816
12/31/1997,0.002981428
1/30/1998,0.02930592
2/27/1998,0.075239993
3/31/1998,0.095086513
4/30/1998,0.034433424
5/29/1998,0.043380424
6/30/1998,-0.037647418
7/31/1998,-0.012101733
8/31/1998,-0.114194816
9/30/1998,-0.049845093
10/30/1998,0.024810013
11/30/1998,0.021457438
12/31/1998,0.010776525
1/29/1999,-0.018670279
2/26/1999,-0.004020361
3/31/1999,0.016629479
4/30/1999,0.049278733
5/31/1999,-0.010386871
6/30/1999,0.009634782
7/30/1999,0.033113649
8/31/1999,0.013110722
9/30/1999,-0.00859318
10/29/1999,-0.016352454
11/30/1999,-0.003581967
12/31/1999,0.057218423
1/31/2000,-0.009069276
2/29/2000,0.02586149
3/31/2000,-0.002073511
4/28/2000,-0.0531047
5/31/2000,0.004186589
6/30/2000,0.040040944
7/31/2000,-0.01052748
8/31/2000,0.000296162
9/29/2000,-0.02027831
10/31/2000,-0.043049624
11/30/2000,0.002866012
12/29/2000,0.071647555
1/31/2001,0.036974203
2/28/2001,-0.013788642
3/30/2001,-0.077155357
4/30/2001,0.048464697
5/31/2001,-0.001428756
6/29/2001,-0.040730101
7/31/2001,0.001111352
8/31/2001,0.0120477
9/28/2001,-0.138169327
10/31/2001,0.036635361
11/30/2001,0.054435836
12/31/2001,0.0188019
1/31/2002,-0.012120811
2/28/2002,0.017463526
3/29/2002,0.060749509
4/30/2002,0.04686116
5/31/2002,0.031381869
6/28/2002,-0.040652955
7/31/2002,-0.105851979
8/30/2002,-0.014839
9/30/2002,-0.120611404
10/31/2002,0.039024047
11/29/2002,0.059457265
12/31/2002,-0.013407343
1/31/2003,-0.020283963
2/28/2003,-0.051611113
3/31/2003,-0.008208258
4/30/2003,0.150699753
5/30/2003,0.12877169
6/30/2003,0.024367552
7/31/2003,0.052555153
8/29/2003,0.037991321
9/30/2003,0.042772633
10/31/2003,0.08139675
11/28/2003,0.033301903
12/31/2003,0.05818574
1/30/2004,0.056330796
2/27/2004,0.052354642
3/31/2004,-0.016474023
4/30/2004,-0.018858048
5/31/2004,0.002495743
6/30/2004,0.033187655
7/30/2004,-0.034721683
8/31/2004,0.000990454
9/30/2004,0.050433944
10/29/2004,0.032249319
11/30/2004,0.098540613
12/31/2004,0.06314102
1/31/2005,0.017708607
2/28/2005,0.058462401
3/31/2005,-0.030576931
4/29/2005,-0.040042409
5/31/2005,0.012005016
6/30/2005,0.021835265
7/29/2005,0.047176292
8/31/2005,0.029768371
9/30/2005,0.022596495
10/31/2005,-0.049397694
11/30/2005,0.03170678
12/30/2005,0.054400128
1/31/2006,0.091262311
2/28/2006,0.029427082
3/31/2006,0.054325335
4/28/2006,0.060307085
5/31/2006,-0.037894046
6/30/2006,-0.008367449
7/31/2006,-0.002100862
8/31/2006,0.038209284
9/29/2006,0.020582601
10/31/2006,0.060571814
11/30/2006,0.068008082
12/29/2006,0.049963965
1/31/2007,0.018082656
2/28/2007,0.011983037
3/30/2007,0.056723102
4/30/2007,0.05533772
5/31/2007,0.014324944
6/29/2007,-0.01569645
7/31/2007,-0.00705891
8/31/2007,-0.043602528
9/28/2007,0.004909894
10/31/2007,0.056908068
11/30/2007,-0.082595276
12/31/2007,-0.031266681
1/31/2008,-0.106144548
2/29/2008,0.038398267
3/31/2008,0.007931325
4/30/2008,0.017008365
5/30/2008,0.004816793
6/30/2008,-0.109659039
7/31/2008,-0.050826391
8/29/2008,-0.01690232
9/30/2008,-0.200071356
10/31/2008,-0.291204543
11/28/2008,-0.080367069
12/31/2008,0.067307583
1/30/2009,-0.052139318
2/27/2009,-0.079533157
3/31/2009,0.105057111
4/30/2009,0.34318814
5/29/2009,0.142930222
6/30/2009,-0.012864383
7/31/2009,0.109580225
8/31/2009,0.142726266
9/30/2009,0.085021831
10/30/2009,-0.057739741
11/30/2009,-0.003383016
12/31/2009,0.002013303
1/29/2010,-0.00903695
2/26/2010,-0.051020156
3/31/2010,0.09660909
4/30/2010,0.020498868
5/31/2010,-0.158660573
6/30/2010,-0.022320479
7/30/2010,0.123053898
8/31/2010,-0.052925897
9/30/2010,0.132861569
10/29/2010,0.055030899
11/30/2010,-0.080254762
12/31/2010,0.131440829
1/31/2011,0.027370477
2/28/2011,0.024275667
3/31/2011,0.001986096
4/29/2011,0.07170082
5/31/2011,-0.038529037
6/30/2011,-0.038857669
7/29/2011,-0.050056295
8/31/2011,-0.114505095
9/30/2011,-0.138679586
10/31/2011,0.094659651
11/30/2011,-0.077710095
12/30/2011,-0.042904965
1/31/2012,0.146248749
2/29/2012,0.075929396
3/30/2012,-0.023669567
4/30/2012,-0.029903553
5/31/2012,-0.155074108
6/29/2012,0.07459302
7/31/2012,-0.014733484
8/31/2012,0.062383224
9/28/2012,0.078201582
10/31/2012,0.027270968
11/30/2012,-0.000482939
12/31/2012,0.073678277
1/31/2013,0.079610191
2/28/2013,-0.009985016
3/29/2013,-0.009315418
4/30/2013,0.054088644
5/31/2013,0.033992941
6/28/2013,-0.049643965
7/31/2013,0.106353449
8/30/2013,0.012026224
9/30/2013,0.093736727
10/31/2013,0.056151898
11/29/2013,0.020276449
12/31/2013,0.029739562
1/31/2014,-0.007287933
2/28/2014,0.099263782
3/31/2014,-0.000926522
4/30/2014,-0.001364845
5/30/2014,0.004084373
6/30/2014,-0.009495621
7/31/2014,-0.051468577
8/29/2014,-0.004964332
9/30/2014,-0.062075009
10/31/2014,-0.043479091
11/28/2014,0.012570449
12/31/2014,-0.016890081
1/30/2015,-0.012910882
2/27/2015,0.092399956
3/31/2015,-0.026518611
4/30/2015,0.056614112
5/29/2015,0.006842203
6/30/2015,-0.016917447
7/31/2015,0.01367577
8/31/2015,-0.042020999
9/30/2015,-0.045448722
10/30/2015,0.052245239
11/30/2015,-0.013850189
12/31/2015,-0.007559341
1/29/2016,-0.089218411
2/29/2016,0.002766243
3/31/2016,0.091680959
4/29/2016,0.035337575
5/31/2016,-0.006526272
6/30/2016,-0.103609181
7/29/2016,0.061212093
8/31/2016,0.011014347
9/30/2016,0.015760804
10/31/2016,-0.027677419
11/30/2016,-0.016613433
12/30/2016,0.057524079
1/31/2017,0.033402149
2/28/2017,0.002873823
3/31/2017,0.03635059
4/28/2017,0.058009432
5/31/2017,0.036134641
6/30/2017,-0.019439755
7/31/2017,0.048474544
8/31/2017,-0.001000474
9/29/2017,0.044576413
10/31/2017,-0.005755236
11/30/2017,0.004086478
12/29/2017,0.034327862
1/31/2018,0.051564724
2/28/2018,-0.05444583
3/30/2018,-0.015672597
4/30/2018,0.033770283
5/31/2018,-0.034287805
6/29/2018,-0.01389644
7/31/2018,0.017967553
8/31/2018,-0.023321065
9/28/2018,-0.008838497
10/31/2018,-0.096900004
11/30/2018,-0.030205968
12/31/2018,-0.059431477
1/31/2019,0.088138888
2/28/2019,0.031523499
3/29/2019,-0.01392302
4/30/2019,0.048694718
5/31/2019,-0.081919268
6/28/2019,0.048269625
7/31/2019,-0.033133051
8/30/2019,-0.025052438
9/30/2019,0.033570085
10/31/2019,0.050479031
11/29/2019,0.026359865
12/31/2019,0.065248901
1/31/2020,-0.044811321
2/28/2020,-0.092170087
3/31/2020,-0.263150254
4/30/2020,0.110412864
5/29/2020,0.047650544
6/30/2020,0.030913662
7/31/2020,0.043174757
8/31/2020,0.073383734
9/30/2020,-0.04216137
10/30/2020,-0.047014145
11/30/2020,0.249564207
12/31/2020,0.085309222
1/29/2021,-0.001683616
2/26/2021,0.073545869
3/31/2021,0.035632743
4/30/2021,0.056928965
5/31/2021,0.050706293
6/30/2021,-0.049855632
7/30/2021,0.02178989
8/31/2021,0.032548554
9/30/2021,-0.045170131
10/29/2021,0.02436886
11/30/2021,-0.064955788
12/31/2021,0.064626105
1/31/2022,-0.038839698
2/28/2022,-0.027359714
3/31/2022,-0.004237413
4/29/2022,-0.05094629
5/31/2022,0.016084257
6/30/2022,-0.145547558
7/29/2022,0.047838404
8/31/2022,-0.070519233
9/30/2022,-0.123649585
10/31/2022,0.089951141
11/30/2022,0.114187656
12/30/2022,0.014486891
1/31/2023,0.113078057
